"ContentID","UserID","ContentType","Category","ReactionType","Datetime","Sentiment","Score"
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","indifferent","2021-02-24 11:37:57","neutral",20
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","interested","2021-05-22 19:44:23","positive",30
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","intrigued","2021-01-31 16:03:56","positive",45
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","peeking","2020-11-20 17:26:23","neutral",35
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","worried","2021-04-11 20:47:13","negative",12
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","like","2021-06-13 16:46:06","positive",50
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","heart","2021-04-11 14:29:59","positive",60
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","worried","2021-03-02 19:21:19","negative",12
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","hate","2020-06-27 18:44:39","negative",5
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","hate","2021-05-09 21:05:17","negative",5
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","cherish","2020-08-04 23:58:42","positive",70
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","super love","2020-08-28 03:57:20","positive",75
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","intrigued","2020-08-25 08:21:56","positive",45
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","scared","2021-04-20 23:48:12","negative",15
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","interested","2021-03-07 12:40:11","positive",30
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","indifferent","2021-05-24 03:21:13","neutral",20
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","super love","2021-01-24 11:03:43","positive",75
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","disgust","2021-04-09 02:46:20","negative",0
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","super love","2021-02-02 03:43:43","positive",75
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","interested","2021-02-04 03:06:12","positive",30
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","dislike","2020-11-09 02:49:59","negative",10
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","scared","2020-09-29 16:00:27","negative",15
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","dislike","2020-11-29 21:33:04","negative",10
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","want","2021-02-13 07:54:01","positive",70
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","interested","2020-07-14 05:28:44","positive",30
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","indifferent","2020-08-23 10:30:37","neutral",20
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","worried","2021-05-10 09:27:42","negative",12
"97522e57-d9ab-4bd6-97bf-c24d952602d2","8d3cd87d-8a31-4935-9a4f-b319bfe05f31","photo","studying","hate","2021-03-15 03:59:11","negative",5
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","dislike","2020-06-25 17:01:58","negative",10
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","intrigued","2020-09-13 00:11:50","positive",45
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","peeking","2020-08-20 18:17:06","neutral",35
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","scared","2021-02-11 04:53:56","negative",15
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","hate","2021-03-08 10:40:53","negative",5
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","disgust","2021-03-28 21:15:26","negative",0
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","hate","2021-05-25 01:00:28","negative",5
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","like","2021-03-15 12:17:43","positive",50
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","love","2021-05-05 16:26:43","positive",65
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","love","2020-08-31 00:21:56","positive",65
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","heart","2021-06-16 03:02:28","positive",60
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","indifferent","2020-07-07 10:52:30","neutral",20
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","peeking","2020-08-20 07:59:11","neutral",35
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","love","2020-09-23 11:15:19","positive",65
"9f737e0a-3cdd-4d29-9d24-753f4e3be810","beb1f34e-7870-46d6-9fc7-2e12eb83ce43","photo","healthy eating","like","2021-03-24 05:56:19","positive",50
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","hate","2020-12-07 19:13:23","negative",5
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","super love","2020-08-03 16:41:04","positive",75
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","adore","2021-01-10 15:36:01","positive",72
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","scared","2020-09-20 08:48:13","negative",15
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","cherish","2020-07-20 14:06:31","positive",70
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","adore","2020-10-24 12:15:34","positive",72
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","interested","2021-06-06 01:27:19","positive",30
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","heart","2020-12-25 00:09:41","positive",60
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","like","2021-06-14 07:56:56","positive",50
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","like","2021-06-05 18:00:42","positive",50
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","hate","2020-11-18 23:37:37","negative",5
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","interested","2021-05-09 02:42:43","positive",30
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","dislike","2021-05-11 08:38:47","negative",10
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","peeking","2020-11-12 08:00:05","neutral",35
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","heart","2020-06-21 16:57:09","positive",60
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","super love","2021-03-04 23:58:54","positive",75
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","want","2020-07-09 16:47:07","positive",70
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","hate","2020-08-01 19:16:01","negative",5
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","dislike","2020-11-23 22:46:17","negative",10
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","scared","2020-12-11 14:08:51","negative",15
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","dislike","2021-04-23 23:41:18","negative",10
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","want","2020-11-13 00:33:42","positive",70
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","interested","2021-06-09 10:13:56","positive",30
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","love","2020-10-29 19:41:49","positive",65
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","heart","2021-05-14 12:47:27","positive",60
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","disgust","2020-08-04 05:40:33","negative",0
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","adore","2020-08-07 04:09:29","positive",72
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","adore","2020-10-23 21:19:27","positive",72
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","adore","2020-11-14 23:53:51","positive",72
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","worried","2020-08-04 19:26:08","negative",12
"230c4e4d-70c3-461d-b42c-ec09396efb3f","a5c65404-5894-4b87-82f2-d787cbee86b4","photo","healthy eating","interested","2020-11-12 04:54:46","positive",30
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","worried","2021-04-03 12:17:12","negative",12
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","want","2020-09-27 22:15:54","positive",70
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","heart","2020-10-27 05:45:15","positive",60
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","scared","2020-10-15 09:11:23","negative",15
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","heart","2021-05-07 09:16:35","positive",60
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","hate","2020-09-16 08:39:40","negative",5
"356fff80-da4d-4785-9f43-bc1261031dc6","9fb4ce88-fac1-406c-8544-1a899cee7aaf","photo","technology","indifferent","2020-10-29 15:38:26","neutral",20
"01ab84dd-6364-4236-abbb-3f237db77180","e206e31b-5f85-4964-b6ea-d7ee5324def1","video","food","scared","2021-05-24 18:03:26","negative",15
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","interested","2021-02-25 20:02:53","positive",30
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","hate","2021-05-02 03:45:03","negative",5
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","want","2021-01-28 08:49:29","positive",70
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","peeking","2021-02-15 13:06:04","neutral",35
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","dislike","2020-11-04 21:25:52","negative",10
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","love","2020-06-23 22:12:03","positive",65
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","cherish","2021-02-16 04:01:15","positive",70
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","interested","2021-01-03 08:44:25","positive",30
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","adore","2020-11-25 12:45:41","positive",72
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","like","2020-12-03 16:47:33","positive",50
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","like","2021-05-22 21:03:24","positive",50
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","cherish","2021-01-18 13:39:54","positive",70
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","indifferent","2021-01-06 00:35:24","neutral",20
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","adore","2021-05-14 14:33:17","positive",72
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","worried","2021-05-27 15:21:54","negative",12
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","peeking","2020-07-21 02:12:26","neutral",35
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","dislike","2021-05-26 06:09:46","negative",10
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","dislike","2021-02-25 03:16:57","negative",10
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","intrigued","2020-12-07 22:50:16","positive",45
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","indifferent","2020-10-24 14:06:32","neutral",20
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","peeking","2020-09-01 21:18:45","neutral",35
"cf1e8c1a-23eb-4426-9f58-002fb1b53e91","4607d7b0-3313-49b8-9f73-5b8227fc5b67","GIF","cooking","adore","2021-05-10 22:07:25","positive",72
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","cherish","2021-02-12 16:37:36","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2021-04-28 15:22:49","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","intrigued","2021-01-24 00:38:50","positive",45
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","worried","2021-03-18 01:53:44","negative",12
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","disgust","2021-01-14 07:21:32","negative",0
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2020-12-23 04:11:42","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","hate","2021-05-21 07:23:46","negative",5
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","like","2021-03-28 23:25:16","positive",50
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","peeking","2020-09-16 07:33:24","neutral",35
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","indifferent","2020-11-08 10:53:19","neutral",20
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2021-03-06 05:23:29","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","disgust","2021-01-13 23:35:56","negative",0
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","want","2020-09-06 22:35:47","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2020-06-24 09:31:00","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","hate","2021-02-07 21:39:16","negative",5
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","intrigued","2021-01-21 18:28:01","positive",45
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","dislike","2021-02-27 00:21:50","negative",10
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","worried","2020-08-22 12:06:49","negative",12
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","cherish","2020-08-03 06:29:58","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","scared","2020-08-02 06:20:43","negative",15
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","want","2021-06-04 04:57:36","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","super love","2020-10-21 09:07:21","positive",75
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","dislike","2020-12-26 19:46:34","negative",10
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","scared","2021-03-02 22:47:19","negative",15
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","indifferent","2021-03-31 09:48:00","neutral",20
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2021-06-14 13:44:48","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","scared","2020-12-27 17:04:31","negative",15
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","scared","2021-02-11 03:51:01","negative",15
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2020-12-07 19:07:35","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2020-12-28 08:31:27","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2020-10-26 05:27:32","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","worried","2020-09-26 18:43:58","negative",12
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","scared","2020-11-25 13:01:22","negative",15
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2020-07-11 05:51:54","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2021-03-19 16:23:19","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","interested","2020-10-11 18:31:06","positive",30
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","heart","2020-11-02 20:15:03","positive",60
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","want","2020-10-01 03:35:13","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","disgust","2021-02-11 20:10:20","negative",0
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","want","2021-02-07 15:59:10","positive",70
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","hate","2020-10-17 11:46:24","negative",5
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","like","2020-08-09 19:41:24","positive",50
"3f8590c7-6ab2-4973-805a-90cdec355f05","ae600af5-c1f0-4b1f-adb0-1b4c246373e4","video","dogs","love","2021-02-01 02:40:09","positive",65
